Numero_RCS,Publication,Date,Company_Name,Address,Tags,Employee_List
B230992,RESA_2019_014.284,17-01-2019,EQUANANTUM SA.,"L-1855 Luxembourg, 44, avenue J .F. Kennedy ","'Commercial', 'Foreign', 'Acquisition', 'Purchase', 'Real Estate'","'Thomas BLANC-GARIN', 'Koen Lozie', 'J ean-Charles Thouand', 'Jacques Bonnier', 'Michela KLEMKE'"
F12125,RESA_2019_014.291,17-01-2019,CHORALE STE CECILE JUNGLINSTER,"8,rue du village L-6140 Junglinster  ACTE",,
B230993,RESA_2019_014.299,17-01-2019,O.P.M. LUXEMBOURG SARL,"L-8523 Beckerich, 5, Ellerwee ","'Management', 'Administration', 'Development'","'Guy DEFOY', 'Annie DRUANT'"
8230994,RESA_2019_014.300,17-01-2019,ACUSTER S.C.A. SICAV-RAIF," 19, rue de Bitbourg, L-1273, Luxembourg ","'Investment', 'Management', 'Development'",'Stéphane DE WATAZZI'
B230996,RESA_2019_014.364,17-01-2019,"PHG, S.à r.l.-S; Société à responsabilité limitée simpliﬁée",,"'Development', 'Management'",'Ahmed Nouma'
8230997,RESA_2019_014.474,17-01-2019,GL PPF Opportunities Investments 2 S.à r.l.,"L-2449 Luxembourg  25a, boulevard Royal ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Management', 'Development'",'Anne Pelletier'
B230998,RESA_2019_014.490,17-01-2019,ETERNEL S.à r.l.," L-3346 Leudelange  35, rue de Bettembourg ",,'Aiwen ZHANG'
8230999,RESA_2019_014.499,17-01-2019,GL Europe ASRS Investments 2 S.à r.l.,"L-2449 Luxembourg  25a, boulevard Royal ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Management', 'Development'",'Anne Pelletier'
8230973,RESA_2019_014.5,17-01-2019,TRILITH S.à r.l.,"24, Rue du Commerce L-3616 Kayl ","'Commercial', 'Development'","'Simon REDING', 'Arthur GRISELLE'"
B230979,RESA_2019_014.50,17-01-2019,"Govinda Software, S.à r.l.-S; Société à responsabilité limitée simpliﬁée",,,"'Gregor Majaron', 'Majaron'"
B231000,RESA_2019_014.507,17-01-2019,Cidron J aguari Epace SARL," 8, rue Lou Hemmer, L-1748 Luxembourg-Finde]  ","'Holding', 'Foreign', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Debentures', 'Administration', 'Development', 'Management'","'Chris Oberhag', 'Claes Johan Geijer', 'Ganash Lokanathen', 'Andreas Georg Christian Demmel', 'Bénédicte Adèle Marie Colleaux', 'Wilhelmina von Alwyn Steennis'"
8231001,RESA_2019_014.532,17-01-2019,GOUDA INVESTMENTS S.A.," L-2449 Luxembourg, 17, Boulevard Royal  Grand-Duché de Luxembourg ","'Holding', 'Foreign', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Debentures', 'Administration', 'Development', 'Management'","'Aida LOPEZ JIMENEZ', 'Estela LOPEZ JIMENEZ', 'Patricia LOPEZ JIMENEZ', 'Rachida EL FARHANE'"
B231002,RESA_2019_014.541,17-01-2019,AQ Partners S.à r.].," 8, rue Lou Hemmer L- 1748 Luxembourg-Findel  ","'Investment', 'Debt'","'Carlos Fernandez de Araoz Gômez-Acebo', 'Daniel Herrero de Lucas', 'Alfonso Erhardt Ibarra', 'Szymon Bartosz Bodjansky', 'Cristina Garcia-Peri'"
8231003,RESA_2019_014.553,17-01-2019,“QUELEA GROUP”," 16a, avenue de la Liberté L-1 930 Luxembourg (Grand-Duché de Luxembourg) ","'Foreign', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Management', 'Development', 'Real Estate'","'Rudy LEN OM', 'Christian DOSTERT'"
B230974,RESA_2019_014.8,17-01-2019,GL Europe Luxembourg 2 S.à r.l.,"L-2449 Luxembourg  25a, boulevard Royal ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Management', 'Development'",'Anne Pelletier'
8231005,RESA_2019_015.14,18-01-2019,LUXAUTOS," L-9952 Drinklange, 13, Lampertskaul    ","'Foreign', 'Purchase'","'Jamal AL BOUJJOUFI', 'Hassan AL BOUJJOUFI'"
B231006,RESA_2019_015.16,18-01-2019,LAGRANGE, 22 rue Jean Wolter L-3 544 Dudelange    ,'Subscription',"'Edouard Maire', 'Audrey Balland-Maire'"
8231007,RESA_2019_015.17,18-01-2019,Zebra Luxco IV S.à r.l.,"6, rue Eugène Ruppert, L-245 3 Luxembourg, Grand-Duché de Luxembourg. ","'Commercial', 'Foreign', 'Acquisition', 'Purchase', 'Real Estate'",
8231008,RESA_2019_015.18,18-01-2019,Pygmalion European Opportunistic Hotel Fund ll," 42-44, Avenue de la Gare, L-1610, Luxembourg, Grand-Duché de Luxembourg R.C.S. Luxembourg : en cours d'immatriculation  ","'Real Estate', 'Management', 'Investment'",
F12126,RESA_2019_015.183,18-01-2019,Marche Gourmande Mäerzeg a.s.b.l.,"3, rue Général Patton L-9170 MERTZIG  ",,
B231014,RESA_2019_015.185,18-01-2019,MML Partnership Capital VII Founder Partner SCSp,"8, rue Lou Hemmer, L-1748 Senningerberg, Grand-Duché de Luxembourg  EXTRAIT DU","'Management', 'Investment'",
8231015,RESA_2019_015.186,18-01-2019,Permira Credit Solutions 4 Senior Euro S.à r.l.," 488, route de Longwy, L-l94O Luxembourg, ","'Investment', 'Acquisition', 'Subscription', 'Purchase', 'Exchange', 'Debt'","'Cédric PEDONI', 'François DALOZE'"
8231016,RESA_2019_015.188,18-01-2019,1921 Mortimer Investments S.à r.l.," 33, Avenue Monterey, L-2163 Luxembourg Grand-Duché de Luxembourg  ","'Acquisition', 'Administration', 'Management', 'Development', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt'",'Liridon ELSHANI'
8231017,RESA_2019_015.189,18-01-2019,1922 Mortimer Investments S.à r.|.," 33, Avenue Monterey, L-2163 Luxembourg Grand-Duché de Luxembourg  ","'Acquisition', 'Administration', 'Management', 'Development', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt'",'Liridon ELSHANI'
8231009,RESA_2019_015.19,18-01-2019,M7 EREIP V Lux German Holdco 2 S.à r.l.,"36, Rangwee, L-2412 Luxembourg, ","'Acquisition', 'Management', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt', 'Development'","'Stéphane Gatto', 'Choui Min Kon Kam King'"
B231010,RESA_2019_015.20,18-01-2019,ProLutlons," L 8707 Useldange  2, rue d’Everlange ","'Foreign', 'Purchase'","'Aurel lon FlTER', 'Laura MARCU'"
8231011,RESA_2019_015.22,18-01-2019,« Starlite S.à r.l. »," 7, rue de Bitbourg, L-1273 Luxembourg.  ","'Foreign', 'Management', 'Development', 'Investment'",'Charles EMOND'
8231012,RESA_2019_015.24,18-01-2019,Arran FinCo Sub 4 S.à r.l.," 15, Boulevard F.W. Raiffeisen, L-2411 Luxembourg ","'Acquisition', 'Management', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt', 'Development'","'Pierre-Louis Ballard', 'Emmanuel Mougeolle'"
8231013,RESA_2019_015.29,18-01-2019,IVC New TopHolding SA.,"26A, Boulevard Royal, L-2449 Luxembourg  Numéro 4435/18","'Acquisition', 'Foreign', 'Subscription', 'Purchase', 'Finance', 'Debt', 'Holding'",
8231018,RESA_2019_015.330,18-01-2019,PEC Laurent Ménager S.à r.l.," 38, Rangwee, L-2412 Luxembourg, ","'Purchase', 'Acquisition', 'Subscription', 'Exchange'","'Damien BARBOSA', 'Antonio Manuel DA SILVA CARVALHO', 'Steeve SIMONETTI'"
F12127,RESA_2019_015.335,18-01-2019,Gaart an Zeen,,"'Management', 'Development'",
8231019,RESA_2019_015.339,18-01-2019,Lotissement Biirlergronn S.à r.].,"L-5231 Sandweiler, 43, rue d’Itzig ","'Foreign', 'Commercial', 'Acquisition', 'Management'","'Carlo WURTH', 'Michel WURTH', 'Georges WEIS', 'Odette WEICKER', 'Anne Marie Françoise dite Annick WURTH', 'Odette Juliette WEICKER', 'Monique WEICKER', 'Annick WURTH', 'Annick WURTH et Monsieur Michel WURTH'"
8231020,RESA_2019_015.340,18-01-2019,MEREHolding,,'Development','Emmanuel Mercier'
B231021,RESA_2019_015.341,18-01-2019,MAIA ELEC s. à r.].,"L-1711 Luxembourg, 14, rue Bernard Haal ",'Purchase','Adrian BUCUR'
B231022 _,RESA_2019_015.34l2/|et…:e G|°ba| Infrastructure Debt Fund SCSP,18-01-2019,SOCIete en commandIte speCIale,"49 av. J.-F. Kennedy, L-1855 Luxembourg  Grand-Duché du Luxembourg  Extrait du",,
8231023 _,RESA_2019_015,18-01-2019,Souete en commandlte speCIale,"49 av. J.-F. Kennedy, L-1855 Luxembourg  Grand-Duché du Luxembourg  Extrait du",,
8231024,RESA_2019_015.346,18-01-2019,"PC—Hëllef, S.à r.l.-S ; Société à responsabilité limitée simpliﬁée",,"'Commercial', 'Development'",'ROSSELJONG Kevin'
E6800,RESA_2019_015.350,18-01-2019,SCI Boj02,,"'Acquisition', 'Management', 'Commercial'",'Josée Weydert'
8231025,RESA_2019_015.351,18-01-2019,Angel Pool SCSp,"21 rue Glesener, L-1630 Luxembourg  Grand-Duché de Luxembourg  1)  2)","'Holding', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Management'",
8231026,RESA_2019_015.352,18-01-2019,TEAM PROTEC ll SA.," à L-3753 RUMELANGE, 1A-1B rue Steinberg R.C.S. de Luxembourg  ",'Development',"'DESSEAUX David', 'Patrick BELOTTI', 'DESSEAUX Lucas', 'BOUR Marie- Laure'"
8231027,RESA_2019_015.353,18-01-2019,Olea Management," 2, Rue de l’école, L-8226 Mamer, ","'Real Estate', 'Management', 'Investment'",'Damien BARBOSA'
8231028,RESA_2019_015.354,18-01-2019,Realize Holdings S.à r.l.,"19/21, route d’Arlon L-8009 Strassen",'Commercial',"'Benoit TASSIGNY', 'Michal TOPAZ'"
8231029,RESA_2019_015.355,18-01-2019,FW Consult S.à r.l.,"L-8360 Goetzingen, 30, rue de Luxembourg ",,"'Ian FORSYTH', 'Kelly WILKIE'"
8231030,RESA_2019_015.358,18-01-2019,LuxTax and Advisory," 13E, rue de l’école, L-8353 Gamich  Grand-Duché de Luxembourg ","'Finance', 'Commercial', 'Acquisition'","'Francois PETIT', 'François PETIT', 'Virginie PIERRU'"
8231031,RESA_2019_015.360,18-01-2019,PRK Betis S.à r.l.,,"'Administration', 'Management', 'Development', 'Commercial'","'Patrycjusz ZAMORSKI', 'Marek POLCZYNSKI', 'Andrzej SALAMACHA', 'patrycjusz ZAMORSKI', 'Virginie PIERRU'"
8231032,RESA_2019_015.361,18-01-2019,L.S.C. Engineering SA.,,'Management',"'Olivier WEBERT', 'Denis CRIDEL', 'Marcel HETTO'"
8231033,RESA_2019_015.370,18-01-2019,CMK Mining S.à r.l.,"6, rue Eugene Ruppert, L-2453 Luxembourg Grand-Duché de Luxembourg  RESOLUTIONS DE L’ASSOCIÉE UNIQUE","'Acquisition', 'Administration', 'Management', 'Development', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt'","'Ryan Wilson', 'Gavin Ferrar'"
8231004,RESA_2019_015.4,18-01-2019,AMS CARS," L-754O Rollingen, 195, route de Luxembourg ",'Commercial',"'Arijan MUHOVIC', 'Semir MUHOVIC', 'Semir MUHOVIC précité', 'Arijan MUHOVIC précité'"
8231035,RESA_2019_015.482,18-01-2019,Apporix S.à r.l.-S; Société à responsabilité limitée simpliﬁée," 23, Kriibsebaach L-6185 Gonderange ","'Development', 'Purchase'","'Loris WILWERT', 'Nadine WILWERT-RUSCITTI'"
8231036,RESA_2019_015.489,18-01-2019,A-Z LUX TOP AUTO Sàrl-S,,"'Commercial', 'Development'","'Mariusz ZIOLKOWSKI', 'Maziusz ZIOLKOSKI'"
8231037,RESA_2019_015.501,18-01-2019,DG Immo M S.à r.l.," 10A, rue Henri Schnadt, L-2530 Luxembourg R.C.S. Luxembourg [en cours d’inscription]  ","'Real Estate', 'Management'","'Gregory GEZGIN ', 'Bernard DOISE'"
8231038,RESA_2019_015.506,18-01-2019,Rand Luxembourg S.à r.l.," 24, rue Astrid, L-1143 Luxembourg R.C.S. Luxembourg [en cours d’inscription]  ",,'Michael ZIEGLER'
8231039,RESA_2019_015.508,18-01-2019,GUINLUX-Activités Immobilières S.à r.l.," 24, rue Astrid, L-1143 Luxembourg R.C.S. Luxembourg en cours d ’immatriculation  ","'Acquisition', 'Holding', 'Foreign', 'Administration', 'Development', 'Management', 'Investment', 'Debentures', 'Debt'","'Philippe TOUSSAINT', 'Eric TAZZIERI', 'Louis WALLERAND'"
8231040,RESA_2019_015.545,18-01-2019,“MedEXploris S.à r.l.”," 28, op der Haart Massen Buisness Center L-9999 Wemperhardt ","'Development', 'Commercial'","'Steve RENSONNET', 'Christian DOSTERT'"
8231041,RESA_2019_015.671,18-01-2019,JPW Invest S.à r.l. SPF," L-3441 Dudelange  17, avenue Grande-Duchesse Charlotte ","'Management', 'Commercial'","'Morgan WILBOIS', 'Jonathan PRIOUX', 'Myriam JAROCH'"
B231045,RESA_2019_017.10,21-01-2019,PEF INVEST SA.,"L-2138 Luxembourg, 24, rue Saint-Mathieu  NUMERO 3419/2018 ","'Administration', 'Management', 'Development', 'Commercial'","'Philippe EMOND', 'Jeannot DIDERRICH'"
B231046,RESA_2019_017.11,21-01-2019,MAPE SARL-S," 59, rue des Aubépines, L-1145 Luxembourg ",'Commercial','Max PINTO PEREIRA'
B231047,RESA_2019_017.13,21-01-2019,GREF VI GP S.à r.l.," 15, Boulevard Friedrich Wilhelm Raiffeisen, L-2411 Luxembourg Grand Duché de Luxembourg  ","'Foreign', 'Commercial', 'Acquisition', 'Purchase', 'Real Estate'","'Kenneth Gaw', 'Peng Han Lee', 'Alan Dundon', 'Fabrice Meeuwis', 'Soﬁa Afonso Da Chao Conde'"
B231048,RESA_2019_017.14,21-01-2019,Fit Me S.à r.l.,"L-5690 Ellange, 2, route de Remich ","'Management', 'Development'","'Christophe BAGNASCO', 'Richard CZAPLA-STOEHR', 'Caroline RAMIER'"
B231049,RESA_2019_017.15,21-01-2019,ICG Vanilla Investment S.à r.l," 6 Rue Eugene Ruppert, L-2453 Luxembourg Grand-Duché de Luxembourg  ","'Acquisition', 'Administration', 'Management', 'Development', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt', 'Finance', 'Investment', 'Real Estate'",'Soﬁa AFONSO-DA CHAO CONDE'
B231050,RESA_2019_017.156,21-01-2019,Insight Copado Luxembourg S.à r.l.,"L-1282 Luxembourg, 2, rue Hildegard von Bingen  NUMERO 3375/2018 ","'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Management', 'Development'","'Xavier PICQUET', 'Kathleen Becker'"
B231051,RESA_2019_017.157,21-01-2019,Nuveen Alternatives Europe S.à r.l.," 4a rue Henri Schnadt, L-2530 Luxembourg    ","'Investment', 'Holding', 'Foreign'",
B231052,RESA_2019_017.158,21-01-2019,Nuveen Asset Management Europe S.à r.l.," 4a rue Henri Schnadt, L-2530 Luxembourg    ","'Investment', 'Finance'",
B231053,RESA_2019_017.159,21-01-2019,"«BLU INVESTMENT PLATFORM», Société en Commandite Spéciale"," Luxembourg, L-8308 Capellen, 89 E, Parc d’Activités    ",,
B231054,RESA_2019_017.160,21-01-2019,DEUX RIVIERES SA.,"L-2086 Luxembourg, 412F, route d’Esch  NUMERO 3400/2018 ","'Administration', 'Management', 'Development'","'Giorgio TARTAGLINO', 'Rachel BERNARD', 'Alesia PIGNOLO', 'Nadia UWIMANA'"
B231056,RESA_2019_017.161,21-01-2019,« Skip Wind 2 Management SARL »," 24, avenue Emile Reuter, L-2420 Luxembourg  ",'Management',"'Simon Barnes', 'Sylvain Goetz', 'Jennifer Ferrand'"
B231055,RESA_2019_017.162,21-01-2019,PP Holding S.à r.l.,,"'Acquisition', 'Subscription'","'Riccardo BANCHETTI', 'Daniel GALHANO', 'Laurent TEITGEN'"
B231057,RESA_2019_017.166,21-01-2019,"FRIDRIKS HQ, S.à r.l."," L-6944 NIEDERANVEN, 38 rue Michel Lentz  ",,"'Fabien RIGHESCHI', 'Katrin FRIDRIKS', 'Katrin FRIDRIKS.'"
B231058,RESA_2019_017.170,21-01-2019,Aberdeen Balanced Holland 7 S.à r.l.," 35a, avenue John F. Kennedy, L-1855 Luxembourg  ","'Acquisition', 'Foreign', 'Management', 'Development'","'Gerardus Johannes Kapiteyn', 'Gerardus Johannes KAPITEYN', 'Elisabeth WEILAND'"
8231059,RESA_2019_017.235,21-01-2019,Skopos General Partner S.à r.l,"19/21 route d’Arlon, L-8009 Strassen ","'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Administration', 'Development'",'Sandy Roeleveld'
B231060,RESA_2019_017.240,21-01-2019,G QCM (Luxembourg) Holdco S.à r.l.," 2-4 rue Eugène Ruppert, L-2453 Luxembourg  Grand-Duché de Luxembourg ","'Holding', 'Foreign', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Debentures', 'Debt', 'Finance', 'Administration', 'Development', 'Management', 'Investment'","'Elliot Eisenberger', 'Rikard Lundgren', 'Stefano Ciccarello', 'Tony Whiteman', 'Solange Wolter', 'Clodagh Brennan'"
B231061,RESA_2019_017.285,21-01-2019,M Concept.lu S.à r.l.-s,,,"'Almeida Sa Martins Rui', 'Batista Cardoso Manso Isabel', 'Serrano Chantal'"
B231062,RESA_2019_017.303,21-01-2019,YogaBalance S.à r.l.-S,"L-2124 Luxembourg , 6 , rue des Maraichers,",'Commercial','Jennifer Rose Crisman'
8231063,RESA_2019_017.307,21-01-2019,LUX HOPKINS S.à r.l.,"470, route de Longwy  L-4832 Rodange",,"'Syed Faraz ALAM', 'Syed Umair ALAM', 'Mohammad Azam KHAN'"
B231064,RESA_2019_017.311,21-01-2019,"RA Capital, S.à r.l."," 45, Boulevard Prince Henri, L-l724 Luxembourg  Grand-Duché de Luxembourg ","'Commercial', 'Development'","'Ruslan Nizami Oglu ALAKBAROV', 'Ruslan Alakbarov', 'Ruslan ALAKBAROV'"
B231065,RESA_2019_017.315,21-01-2019,lRESS ll CARRY SCSP,"20, RUE DE LA POSTE, 2346 LUXEMBOURG GRAND-DUCHÉ DE LUXEMBOURG  1)",,
8231066,RESA_2019_017.320,21-01-2019,Smart Support Mahrouk Berg SENC,,,
8231067,RESA_2019_017.321,21-01-2019,Z—LUX Constructions S.à r.l.,,,
F12130,RESA_2019_017.322,21-01-2019,"SB HORSERIDING, association sans but lucratif",,,
B231068,RESA_2019_017.324,21-01-2019,Browne VII Topco SARL,"26A, Boulevard Royal, L-2449 Luxembourg  Numéro 4439/18",,
8231069,RESA_2019_017.325,21-01-2019,General Oriental Investments (Luxembourg) S.à r.l.,,"'Foreign', 'Acquisition', 'Purchase', 'Subscription', 'Exchange', 'Debentures'",'Sofia AFONSO-DA CHAO CONDE'
B231070,RESA_2019_017.326,21-01-2019,MAP Container I S.à r.l.,,"'Foreign', 'Acquisition', 'Purchase', 'Subscription', 'Debt', 'Holding'","'Rachid OUAICH', 'Kamal IKHERRAZEN ', 'Benjamin HARTMEIER', 'Soﬁa AFONSO-DA CHAO CONDE'"
B231071,RESA_2019_017.331,21-01-2019,Apollo Investment Management Europe (Luxembourg) S.à r.l.,"2, avenue Charles de Gaulle, L-1653 Luxembourg ","'Foreign', 'Investment', 'Management', 'Administration'",'Caroline RAMIER'
B231072,RESA_2019_017.360,21-01-2019,LCLA2 EATS LUXCO S.à r.l.," L-2163 Luxembourg, 40, Avenue Monterey ",,'Francis ZELER'
8231073,RESA_2019_017.378,21-01-2019,Couperec S.à r.|.," 206 Route d'Arlon, L-8010 Strassen  ","'Purchase', 'Foreign', 'Commercial', 'Development'","'Pierre Le Tortorec', 'Pascal Coudrais', 'Ludovic Perrot'"
B231042,RESA_2019_017.4,21-01-2019,AFRICA ENERGY HOLDINGS S.A.," L-2146 Luxembourg 63-65, rue de Merl ","'Purchase', 'Subscription', 'Exchange'","'Philippe VANDERHOVEN', 'Christophe MOUTON', 'Frédéric RAGNO', 'Jean-Marc FABER', 'la présidente désigne comme secrétaire et scrutateur', 'Ingrid LAFOND', 'Anna NYDEGGER'"
B231074,RESA_2019_017.419,21-01-2019,GUESTHOUSE SA.," L-2550 Luxembourg, 26-30 avenue du X septembre, ","'Acquisition', 'Management', 'Administration', 'Investment', 'Foreign', 'Subscription'","'Paul FLESCH', 'Daniel ROLLINGER', 'Bob WILWERT'"
F12131,RESA_2019_017.421,21-01-2019,A-LIVG ' Personal Performance a.s.b.l,"91, Grand Rue, L-9411 Vianden  SATZUNG  Im Jahr zweitausendneunzehn (2019), den 21. Januar, wurde zwischen den in der Anlage Unterzeichnenden, die als Gründer auftreten, und allen, die in der Folge Mitglieder werden,",,
F12128,RESA_2019_017.5,21-01-2019,EUROBRIDGE asbl,". 64, rue Grande Duchesse Charlotte L-443O Belvaux, Luxembourg  ",,
B231075,RESA_2019_017.527,21-01-2019,International Relaed S.à r.l.," 3, rue Bellevue L-1227 Luxembourg  ",,"'Giovanni BONOMELLI', 'Cristian GRASSO', 'Valérie RAVIZZA'"
8231076,RESA_2019_017.539,21-01-2019,«BNC S.A. »,"L-2662 Luxembourg, 10A, rue Henri Vannerus",,"'David KIYICI', 'Laura Gwénaëlle COUSIN'"
8231077,RESA_2019_017.541,21-01-2019,Italian NPL Opportunities Fund II (GP)," 2, rue Heinrich Heine L-1720 Luxembourg, Grand-Duché du Luxembourg  ","'Administration', 'Management', 'Holding', 'Foreign', 'Investment', 'Acquisition', 'Purchase', 'Subscription'",'Ben Brouscher'
B231078,RESA_2019_017.542,21-01-2019,BNP PARIBAS RAIF," 10 rue Edward Steichen, L- 2540 Luxembourg ","'Investment', 'Management'",'Franck Chekroun'
8231079,RESA_2019_017.553,21-01-2019,"""AVOLON AEROSPACE FUNDING 5 (Luxembourg) S.à r.l."""," 2, rue Hildegard von Bingen,  L-1282 Luxembourg ",,
B231043,RESA_2019_017.6,21-01-2019,MML Partnership Capital VII SCSp,"8, rue Lou Hemmer, L-1748 Senningerberg, Grand-Duché de Luxembourg  EXTRAIT DU","'Investment', 'Subscription', 'Acquisition', 'Debt'",
F12129,RESA_2019_017.8,21-01-2019,"UNIMEDPROSANTE, UNION DES MEDECINS POUR L'EDUCATION ET LA PROMOTION DE LA SANTE,",,'Development',
B231044,RESA_2019_017.9,21-01-2019,Global Racing LX1 S.à r.].,"2, avenue Charles de Gaulle, L-1653 Luxembourg  Grand-Duché de Luxembourg ","'Acquisition', 'Holding', 'Management', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt', 'Finance', 'Development'","'Davy BEAUCE', 'Nicolas PONCELET', 'Christophe GAMMAL', 'Xavier DE CILLIA', 'Charles BARTER', 'Edward WOODS', 'Paul GUNNER'"
B231086,RESA_2019_018.11,22-01-2019,Permira Credit Solutions 4 Master Euro S.à r.l.," 488, route de Longwy, L-l 940 Luxembourg, ","'Investment', 'Acquisition', 'Subscription', 'Purchase', 'Exchange', 'Debt', 'Debentures'","'Cédric PEDON I', 'Francois DALOZE', 'Cédric PEDONI', 'François DALOZE'"
B231085,RESA_2019_018.12,22-01-2019,THEOGO s. à r.].,"L-4702 Pétange, 23, rue Robert Krieps ",,'Maxime LEHEUX'
F12132,RESA_2019_018.13,22-01-2019,anonyma,  27 rue Michel Rodange L-2430 Luxembourg ,,
B231087,RESA_2019_018.16,22-01-2019,STELLAX S.à r.l.," L-3932 Mondercange, 29, rue de lepach R.C.S. Luxembourg  ",,"'Maxime AREND', 'Vincent COSTELLA'"
B231089,RESA_2019_018.160,22-01-2019,FFG Wisdom (Luxembourg) S.à r.l.,"L-2453 Luxembourg, 6, rue Eugene Ruppert  NUMERO 1/2019 ","'Commercial', 'Foreign', 'Acquisition', 'Purchase', 'Real Estate'","'Gong CHEN G', 'Ludovic TROGLIERO', 'Carine GRUNDHEBER', 'Evdokia POTOLIA'"
F12133,RESA_2019_018.162,22-01-2019,"Conscious Movement Luxembourg, Association sans but lucratif",,,"'Valentino', 'Véronique', 'Amandine'"
E6803,RESA_2019_018.167,22-01-2019,Marie Therese SCI," L-8261 Mamer, 66, rue de Dangé-Saint Romain ","'Management', 'Administration', 'Exchange'","'m Nicolas FABER', 'Paul FABER', 'Carine FABER', 'Laura Armande FABER', 'Laura FABER'"
B231090,RESA_2019_018.172,22-01-2019,"Southwark Sarl-s, vereinfachte Gesellschaft mit beschränkter Haftung",,,
8231091,RESA_2019_018.191,22-01-2019,European Racing (Holdings) S.à r.].,"2, avenue Charles de Gaulle, L-1653 Luxembourg  Grand-Duché de Luxembourg ","'Acquisition', 'Holding', 'Management', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt', 'Finance', 'Development'","'Davy BEAUCE', 'Nicolas PONCELET', 'Christophe GAMMAL', 'Xavier DE CILLIA'"
E6804,RESA_2019_018.334,22-01-2019,Sally McQueen SC — Société Civile,,,"'MONTAIGU Harold', 'MONT AIGU Harold', 'FEVE Sophie'"
B231092,RESA_2019_018.337,22-01-2019,Comitium Fund SCA," 28-32 Place de la gare, L-1616 Luxembourg ",,'Christophe Bricage'
B231093,RESA_2019_018.338,22-01-2019,ALCHIMIES INTERNATIONAL S.A.," L-4384 Ehlerange  3, Zare Ouest ",,"'Marc BECKER', 'Jérémie ZAKEL', 'Thierry GRUN'"
B231094,RESA_2019_018.339,22-01-2019,REBS TOP SARL,"L-5365 Munsbach, 6, rue Gabriel Lippmann  NUMERO 43/2019 ","'Investment', 'Foreign', 'Debt'",'Carine GRUNDHEBER'
8231095,RESA_2019_018.340 Ki I S ‘ l,22-01-2019,Société à responsabilité limitée," 121 , Avenue de la Faïencerie, L-151 1 Luxembourg, ","'Investment', 'Debt'","'Georges Cohen', 'Georges Cohen et la société SODI LLC', 'Georges Cohen et SODI LLC', 'Alain Heinz', 'Sonia Hazarabedian'"
8231096,RESA_2019_018.341,22-01-2019,BWNR S.à r.l.l,,"'Commercial', 'Development'",'Olena ROMANENKO'
F12134,RESA_2019_018.342,22-01-2019,Association des originaires de Fujian résidant au Luxembourg," L-5417 Ehnen, 6, Frongaass  ","'Commercial', 'Development'","'J inghuo WU', 'Songkeng CHEN', 'Biyang NI', 'Wenfei WU', 'Shuzheng WU'"
B231098,RESA_2019_018.344,22-01-2019,Aquatrans Europe Shipping S.à r.l.,"L-6670 Mertert  2BC, Rue Basse  HR Luxemburg",,
F12135,RESA_2019_018.347,22-01-2019,LuxembourgFootball-LuxembourgElevens,,,
B231099,RESA_2019_018.384,22-01-2019,Adramitini," 2, Rue de l’école, L-8226 Mamer, ","'Real Estate', 'Management', 'Investment'",'Damien BARBOSA'
B231100,RESA_2019_018.385,22-01-2019,Bota Institut," 130, route d’Arlon L-8008 Strassen  ","'Management', 'Development'","'Etienne GILLET', 'Joel MARECHAL', 'Isabelle BONAZZI'"
B231080,RESA_2019_018.4,22-01-2019,EPISO 5 Netherlands Holding Sàrl," 1, Allée Scheffer L-2520 Luxembourg  ","'Acquisition', 'Real Estate', 'Management', 'Subscription', 'Purchase', 'Exchange', 'Debentures', 'Debt', 'Finance'",'IsabeI DIAS'
B231101,RESA_2019_018.487,22-01-2019,"Flywheel global S.A.R.L.-S, Société à responsabilité limitée simpliﬁée","243, route d’arlon, 1150, Luxembourg, Luxembourg.  SATZUN G Im Jahr zweitausend neunzehn am fünfzehnten Januar  Herr Praveenjothi Paranjothi, wohnhaft in 243 route d’arlon, 1150, Luxemburg, hat folgende Satzung einer Société à responsabilité limitée simpliﬁée, deren Gründung er",,
